tokenised_cif,account_number,link_type
e263c18f-d7aa-4d13-a726-bee02e35493f,80-9086-8530604-35,Child
3b1d36e3-3567-41ef-b675-66e2a9738ae7,62-1073-3859528-00,Owner
9a0ff488-072c-444f-842f-a71d68b9b045,00-5034-2432265-25,Owner
a2ee07c2-f346-428f-adad-e261affd9c30,67-2929-8756203-33,Child
26fd8136-189f-4c4b-a112-bb04c54e881b,70-5804-6746062-24,Owner
5ba18914-9906-4bfa-9935-c7697132d06f,07-4233-1229362-43,Owner
2e2f2903-2344-47fc-abad-da087f932146,53-2291-1892772-62,Child
997ca9b5-1cd4-4716-9c89-d5e5b4173309,87-2347-3925639-31,Child
473a39e0-e4a0-40c0-8e60-fe8fcfc0fbc7,86-5452-4044824-89,Child
b434438c-9a4a-421d-9da8-8faf7287f955,30-7835-9498338-94,Owner
e7222bb2-f2c1-4c81-8956-71a6550f83f1,77-5859-9621520-62,Child
cf0f2cc8-59f9-419c-824f-6defbef84e8c,71-2552-8744480-63,Child
53db4a29-c93e-4d70-b886-a44f35768375,71-7445-1467261-95,Owner
2c360164-9150-4877-bee4-d82fcadfb052,42-9977-9050450-83,Owner
fbd1f7e5-c9d3-46b0-8884-a89e4dc35357,24-2448-0771214-48,Child
2b9f20ea-001c-4cbb-86f3-26b796cac3ec,55-0746-9552938-26,Owner
383cf457-b516-4d0c-bcfd-18b2c72803e3,81-3696-4846596-14,Owner
7847282a-1ac8-4751-af32-cea95d09dfc4,47-5112-8964044-96,Child
f4c8b742-8c23-45e7-860e-1b2a42f343dc,37-5226-1123458-34,Owner
a5d6a6e4-75bd-46ff-8b4f-37a2538f6ba8,00-0807-0314761-97,Child
a678bd79-4261-4b7d-b8ce-873c68c188e1,51-7673-1823644-35,Child
9070755f-0b87-46a6-b470-fd1046b91629,55-0746-9552938-26,Child
eb68356e-4171-4170-bde0-c8198d6cca7e,54-6593-9083033-79,Child
df7e9b2f-c57d-49cf-9f22-df401485c7ab,87-2347-3925639-31,Owner
2fa5aaba-d397-4b4e-869f-c7073189bbbd,44-1325-3443178-07,Owner
e6f1a9ed-fff7-4a75-8435-d77727232b3e,84-5271-9694862-40,Child
cb543808-2dde-45d5-b7ab-a74ad23a5557,44-6685-2989410-13,Owner
113b34a0-7ebc-4ace-8e30-3e37f5aa4945,42-1332-4877498-86,Child
d9fafce7-acef-42b5-9401-f2c1f3a31262,42-9977-9050450-83,Child
517ef869-a9f8-442f-bfb0-0bd80070bebd,54-9809-7532850-10,Owner
237cfd70-b806-49d9-a77b-c20ea9b521d8,85-6575-5908298-44,Child
a39bd1c8-50ea-4edf-92e0-806031c4dd21,91-0151-6971408-55,Child
18a5854a-47a4-40f7-bdf0-e27fd1cfb4e7,12-9765-1130251-52,Owner
041b4e9c-e765-41ec-882a-48bfd2736271,53-8665-8484862-84,Child
30715dcd-f136-467a-a6f1-604bc895b639,75-3278-4751407-75,Child
41fdfed8-6818-4a84-8dcd-7ae589b2c30f,88-3466-1099151-36,Owner
6ac388d5-7157-41a7-aacb-67f23d0c649c,98-9125-0164809-11,Child
6f4b61ba-85f7-40a0-9924-f3983fa64aa3,19-6011-8870878-76,Owner
8054081c-4d16-44c8-ada4-8ee489f580c3,12-0366-5464801-09,Owner
d0ebb82d-c5d3-4143-b659-9808808ccec3,79-2690-2490079-39,Child
35711c29-8aba-4e7a-ab59-18f48ea69da9,71-2552-8744480-63,Child
ccb09bc6-1c65-4398-b6d7-0273d8c27e7b,18-6932-7307215-32,Child
b2efc5dc-a8e2-46d2-9b97-5a45782b73fc,80-7793-3512601-78,Child
7032f7cd-ba7a-4868-83bc-bff9bc821dd7,90-4617-2014538-96,Child
ceedf28d-a494-4246-a997-8cfcbd4693a7,59-8579-2520532-81,Child
6837cef4-19e6-4aad-b298-2a4e9d2759db,90-4987-2047521-92,Owner
0605d774-12a9-4c68-bd26-ddb4c235dea6,95-5430-7456578-32,Owner
0191db00-a523-4ee7-a73e-820c18809e07,77-9415-8721436-75,Child
6a030f8e-34e1-47a0-9cde-518697863ebc,09-6417-1872051-13,Owner
7871aebd-ac78-43b0-9fe4-c33c977de53f,30-7359-8217797-87,Owner
b4735365-b6a3-4bef-81f6-53103ae40242,52-3921-0106213-12,Owner
9247d29a-0f7b-41a2-94c2-41716458a72d,13-4083-4384152-78,Owner
57b02b95-451b-4be3-9ec5-6e55a3696d8c,82-3704-6779112-15,Child
4e2864f5-8b92-4730-bd2c-4f2764e278ca,27-6567-6114300-32,Child
c440914d-cb5e-4fe3-984c-6b2ea6200760,06-5656-4544408-52,Child
cfbf156f-ea63-4a5f-aaf5-cf1a0ae69990,59-6015-7040490-44,Child
ce499dc6-2a3a-42d2-aa0a-5b68d616cee1,02-6306-4262832-10,Owner
1eae8a5d-a3da-4897-b229-6e2bc037e3cd,61-3449-2390404-47,Child
f7c976ec-d0f1-4da7-9761-86644fcc0116,45-6320-9289269-11,Owner
c40d4179-8f27-4e11-9fab-27fd486e9d9f,87-4469-3730764-66,Child
e83fcc16-c990-4f88-a081-ea1e776c6c26,06-5656-4544408-52,Owner
f52d8b2a-cd92-4e1e-a4de-57f846fa807d,70-6653-8191391-22,Owner
d4b3142c-6f05-4d70-b9c0-20a64f8b11e5,66-6517-9594909-03,Owner
d6bb6f00-ade7-489f-a148-447e3e8fd531,09-6417-1872051-13,Child
30b1bbd4-13b6-405b-93bf-24fbae85034b,08-0650-6814832-40,Child
0bb6425a-f889-47aa-8c3c-09e106c7344d,59-2780-8299367-94,Child
5396eb82-c90d-47c9-81e8-6223f96b1598,59-2780-8299367-94,Owner
3c78da66-1422-424f-bcc3-7b41548c8ea5,15-1326-8659112-86,Child
dbfa2f95-e539-4abb-b719-8e043315bdb8,13-4611-0271330-21,Child
ec41389e-0cf5-4d99-bb8d-f320e00e5373,19-1161-2561274-17,Owner
f2075618-79a0-49d6-a7e7-c321ad08965c,53-2291-1892772-62,Child
0ebf2195-ca0d-4ee2-a312-e5e0872dd961,81-8719-3506851-35,Owner
93480e49-b3d2-49cf-9292-888012a69ddb,61-3608-1504268-80,Child
bbabf63f-f738-4a48-8a72-20b95d359247,73-3618-4817562-26,Child
09ba8cfd-23c2-4ab0-a7b9-0732fa569c09,22-1293-1098325-47,Child
11f089f8-b347-4bf9-99bb-59ec7535bbde,91-0151-6971408-55,Owner
58ad2c0d-e70e-4cc5-b81a-fadddd5147b0,22-2603-0416392-69,Child
c39fe3b0-7729-4f8c-b02e-b371a7be8fee,02-6306-4262832-10,Child
14b4af65-589a-4508-a6df-26db5e3efe19,90-4617-2014538-96,Owner
24faee1f-1cb6-4dfb-b44b-373c890c6042,04-7386-2581841-98,Child
6218b95e-b2c9-4f74-9872-7114d0865892,31-2665-2056745-86,Child
a4a49bbc-87c9-4a6e-8e4b-670dd305d04c,36-7905-7008159-75,Child
59da0a53-5aa8-45f1-8f17-5bad9f989fb8,39-8989-8690154-75,Child
f5acb400-6c56-4a3c-8432-491b4fe8adcc,88-0889-4372123-16,Owner
451ae93f-0c01-4323-ad37-deadf2b8634e,45-3743-1356251-00,Owner
41448663-988e-4dec-bc90-bde9fd2d5354,75-3278-4751407-75,Child
6e631294-762a-47ab-9572-9685035bf085,54-9809-7532850-10,Child
5c826080-ab60-48bb-95a0-571907060dfb,06-5656-4544408-52,Child
c1c8f79e-526d-4784-bf43-039d7b55f5a5,53-7573-1984310-55,Child
3c5b038b-5ae9-4a44-8012-ab214239b86c,29-9370-2310354-50,Owner
b9cd58f3-c424-48b1-83d8-2942c7d5d149,77-2483-1250710-55,Owner
8d0b41ee-59f2-4564-bc02-03c6c88618fe,90-4204-8484886-73,Child
c67fe4a9-5fdc-428c-87b5-940b595c49d3,14-8428-8915632-58,Owner
ce8c639c-46cd-428f-ad8b-f388c43c644c,13-4083-4384152-78,Owner
148ae7bc-dd05-4970-942d-590c9e2a80e5,47-2519-3000094-66,Owner
63a9cf91-3d90-483d-8ee3-687b19cfc418,16-9948-3206630-20,Child
81db5366-5421-4462-99e8-3cacb3e51bb3,11-7272-0958318-26,Owner
422d100f-b2aa-4622-b214-5582f31e1c2d,11-7692-6455460-99,Owner
13f31e54-a80a-475d-8acf-6eb2d1790adf,67-8823-3531414-29,Child
90b5e8f6-8e55-4aa3-b2be-7f7fcbc19aad,27-5014-7320426-42,Owner
8dda1974-51e4-4da3-90d1-b96d90f153e9,07-0995-7756542-74,Child
98fecd77-09d7-4e87-98d8-1ec174f298c5,74-7822-5731812-52,Owner
9a685389-2d01-4112-a4a9-5397fe5e062b,79-9751-5251169-12,Owner
63ec2fa6-8254-43f0-a426-4f41b3aafe83,78-8057-5261359-01,Child
973250a4-349c-42aa-8747-d8693c4b56cf,34-3256-2564123-81,Child
693a4a65-8e34-4955-b277-cc8639fe1f05,05-3648-5682576-61,Child
e06686b9-c8c3-4a7c-8006-c83f39d3e64d,85-6767-8328463-58,Owner
ff3574f2-a129-4176-847f-0196dec202fa,93-4395-3211416-51,Child
89d5ae25-eefc-4e6b-9915-788086d375a6,73-0705-7515897-68,Child
0e6c62a5-a736-4dac-b167-e5b3752b6ab9,79-6058-5002023-40,Child
eb9d4145-d80e-4dc4-b482-bcbaddcf6066,72-8408-3393430-74,Child
c12e288f-afa9-4ffa-84f4-51c1716aff92,46-4347-1710126-60,Child
dd1d11a0-d51b-4126-b2ec-d2d3493a2002,88-1064-3160097-21,Child
86b1b7df-aa92-4d68-ac3e-1a94cb8e0695,81-2993-1752560-86,Child
77b6239e-f011-415c-a756-699de16ec8b1,66-6517-9594909-03,Child
6a441adc-6593-41f4-8860-abe746283b3d,22-1293-1098325-47,Owner
6c2e3ce8-d2f5-48dc-b4b3-2bd0cb40f162,22-1019-8803604-11,Owner
e7cedcc5-1e08-467e-8255-fa23a046b04b,00-5034-2432265-25,Owner
47b92214-426d-47e1-86fa-7efc166ac370,78-8057-5261359-01,Child
9682489d-8208-4f1a-9c7d-f3e10f22d7cd,81-7651-5756981-11,Child
beaa9018-11c4-4631-ac9a-66bbdffb6218,50-4239-8994038-48,Child
a6fc65ee-9b88-463c-a8ba-fbd66c813dde,15-7468-9194453-54,Child
46bd72c4-cbe5-4ec1-94fa-3c29b718d28b,42-2486-0229127-17,Child
88f63d09-38f2-4423-9ac8-1e557f85c498,00-9553-8543112-43,Owner
4bc99e85-d9c8-4f47-9c48-9c4833b5231a,64-3656-5389111-76,Owner
7c359752-8a55-4670-8c5e-c0a4258190d2,30-5782-1074972-22,Owner
bafefae9-1232-4ac0-a46e-734dcd0f9107,05-4302-6272098-23,Owner
fbf79b49-483a-4d4b-b999-77a851b5c775,53-1324-5108954-83,Owner
99f01013-c04f-436e-99f5-b69afec3238a,07-2900-9494689-46,Child
379ce5ee-46f3-488f-89a6-51908463696d,22-1130-9998722-91,Owner
138173c1-5d1a-42b3-9454-d9f4b1b4248d,39-8989-8690154-75,Child
5c476fe0-596f-45eb-9f4d-98ebf305b7f4,24-3764-8390835-12,Owner
0c484de4-24d9-41ad-aee8-0213c49729e4,03-2414-6468249-69,Child
9557e721-b2f0-49cd-832e-699c165c46f9,45-5029-4063074-55,Owner
e4a57cf4-71bb-464e-a9f2-d96d5f77d365,88-8373-5670142-39,Owner
9a25a02d-5d68-4c9d-a603-a8a585811613,38-3842-9529327-17,Child
2de28069-ee28-4434-9440-d4e697c1183f,90-4204-8484886-73,Child
1551a4d6-2b1c-4d1d-9d87-63dc9818b35e,19-6011-8870878-76,Child
0b2f0799-3caf-4e64-9027-4ed596b7bbf3,90-4987-2047521-92,Owner
55dc91d9-cb24-44f1-bf63-3377309e9ad1,53-8665-8484862-84,Owner
db1c8caa-010f-48d2-bd04-4b6f80b0e0d6,75-6074-2411634-75,Owner
7dd00603-5fd6-43a8-ac59-dda8981697ab,78-8444-8470446-30,Child
10db2b88-fb4e-4645-bc2a-a18b882fd195,09-6417-1872051-13,Child
a4222188-6479-452e-99fe-b79498afaeca,36-7905-7008159-75,Child
6386e518-a701-494b-ad5b-c97a03ffe7a5,15-1326-8659112-86,Child
11bdd305-139c-433e-90b6-270377a4c0cf,91-8443-6769090-78,Child
90c77315-07de-4020-8f76-19eced1f5eb1,02-6306-4262832-10,Owner
48889a67-bfbe-4808-beb9-62b1b9e28bc2,22-2603-0416392-69,Child
a3333238-7f0d-4a04-8361-fd0cac88efd1,71-6900-8245805-50,Child
8d08a080-6e2b-4ecd-9c8f-9ba35ac88829,32-6923-4340823-93,Child
6cdaf355-2545-4a6b-bab2-fd95c31b5c4a,59-1529-4487421-79,Owner
9b26a3f7-492b-4006-97c6-6f5847e9db31,19-1507-4894059-64,Child
cbdc71d3-d22f-4b50-addd-7a1d7363f527,81-8719-3506851-35,Child
eb049340-91b2-4c65-aa76-58da249706d9,54-9809-7532850-10,Owner
d39cec4d-2b7e-42e5-8f50-38457ecad1de,53-1324-5108954-83,Child
a593d832-61db-4d24-988f-57cd170ee7dd,79-2690-2490079-39,Child
ff8b499b-be90-4260-9887-21a10cd2f8ab,23-0410-1810186-79,Child
558f206b-e4e8-4560-a4ee-b6a22c63506f,91-5681-4862118-87,Child
47ad6842-4723-4978-8277-707790907f88,67-2929-8756203-33,Child
21b7085f-8085-405a-a18a-0badda680e0f,38-1838-1486759-43,Child
d107aa1b-d7b6-4a99-b4f7-94c12ada2518,35-8168-6150885-33,Child
35f951fb-2a3d-4a1e-a9ab-a89117d2480b,03-2414-6468249-69,Owner
c18939a0-e3ac-4ca6-8b8d-a1cd820ef425,95-5430-7456578-32,Child
64c24a5e-2706-4c0d-b779-409c60638e7f,87-2347-3925639-31,Owner
42fd65a6-2f6e-43fc-a8b3-e7324b7ef30d,38-4787-6933649-69,Owner
d7aa93ca-9562-4858-a8f2-701be53bb1f3,91-8443-6769090-78,Child
96dd9b00-49a7-4c81-944c-ed5c2ef6fe88,67-8823-3531414-29,Child
93d99ff4-d6cc-4895-ba70-37fc3142e4d6,53-8665-8484862-84,Child
dc4c62d5-cc7a-4803-9d5a-cff527481c75,61-3608-1504268-80,Child
09853d5e-68b1-4942-a7bf-6ae465a668a7,44-4231-4090150-94,Child
4840908b-7c56-4321-a5ea-c89b34009b73,59-8579-2520532-81,Owner
12fbaf3b-90c0-4e92-916f-32ee6cd472ab,11-7990-8108821-60,Child
50973f57-3995-4fb2-b589-d3168a855fdf,77-2483-1250710-55,Child
9ddf7fe1-e424-4491-ac35-122bf97afdd1,30-7359-8217797-87,Child
d867c5c9-1673-4b5d-adf9-4c0c8a353ece,04-2000-4833601-41,Child
2ff2b223-7b65-4d4f-a94f-82614dc8e132,07-4233-1229362-43,Owner
3410d271-ccf4-49e9-99a9-50b9ab8142ff,46-9416-1685142-31,Child
b4fd5d4c-65a0-42d5-ab42-e629152e1ee5,27-2911-0592308-69,Owner
994d45fd-9d9a-4b3d-9207-d65773333e75,06-6749-4540882-05,Child
149e38ab-1906-48b1-be83-7ec98f25b73d,81-9569-9449578-55,Child
bf175eb3-ef62-4bd3-9574-9ada9fdeabc4,94-9439-0996636-73,Owner
18094b37-238c-4bd5-8a2d-c31617435180,05-7511-7961452-46,Owner
2c7db657-0768-4a39-a8a5-604f9ace0428,77-2483-1250710-55,Child
d5103db1-2424-4138-8746-ce593a26c0c1,59-9933-6952232-48,Child
ff4a3294-537e-4a10-8300-5840b6a61622,34-1179-1072477-69,Owner
9d2d6df5-3ff5-46cb-963c-578fd7f9b79d,82-4138-3413029-78,Child
37699d22-aa7b-4d07-b1b1-0f5752cf0720,28-6768-4654511-14,Owner
2ed3336e-12dc-415e-b81e-e1aa45f812f0,77-5859-9621520-62,Owner
94a68172-39f9-4f7e-baad-172c038ed623,50-0446-1189229-09,Owner
d40c14fc-d8de-40b8-b8a2-bcf494985c83,74-6159-4623278-81,Owner
850776a7-5a50-48f3-962e-081fb9121dc2,96-8266-3823587-76,Owner
52f6c221-b7c2-4f8e-89a7-a24c5874e7d8,35-0639-2361536-22,Owner
528f7a3a-3152-4667-b870-1b9178212555,05-4302-6272098-23,Owner
d40510fd-6629-423e-9bc0-61c3e2df6cef,44-1325-3443178-07,Owner
54ccfef9-e637-461f-8431-efa52254db39,86-3470-7682085-72,Owner
526e25a3-9b6d-4114-a1ae-01729249d4d3,81-7651-5756981-11,Child
adf92de0-accc-41cd-a38a-a7bc8c6fe08a,91-3449-7212046-97,Owner
a1e1230a-9077-4f02-b40a-da4067c2ad29,86-9020-9247355-73,Owner
9df0387d-d1cb-4134-9d0d-f8c8c9ec1c56,07-2900-9494689-46,Owner
54bdfd26-0511-4f96-9122-1d551df37ea4,39-7170-8672606-65,Child
7b7f7084-c42d-4324-89a7-d99ab87378ca,46-1745-9472407-48,Owner
7ff454c3-016b-43fd-9199-08e06558ebf4,11-7692-6455460-99,Owner
7900fbaf-3252-4d15-8d55-843c6c3405c7,45-6320-9289269-11,Owner
4ad7e115-57b2-4f69-bfc8-551db2f7f31b,77-9641-4401846-05,Child
87eca844-d025-4315-a598-b406ed289a21,53-1324-5108954-83,Child
12276755-4a18-47cc-b8db-c93fc67a4988,46-1745-9472407-48,Owner
e2cc7a60-20a9-40f5-91bf-f78f7314463d,47-5112-8964044-96,Owner
2612d378-7ed1-4e08-951f-8191f2f47616,12-6965-4174994-38,Child
8cd1981d-3188-46a7-b09a-6c4699526bee,53-4613-5628718-91,Owner
1302a138-7303-47e3-b71b-6deb047b3a4a,29-9370-2310354-50,Owner
b1549ae6-c0ae-4352-9586-fd0ef9ec8c80,35-0639-2361536-22,Child
d61575fb-ce70-478b-a7c4-064f518a55c8,27-6567-6114300-32,Owner
71a790dc-71a8-41c8-bae5-a9cfb9e12a17,68-0300-8905961-69,Owner
4e593235-6a6c-41bb-8bf3-04a127543138,91-5681-4862118-87,Owner
ccb4edc0-3cff-4050-882e-2c0bd33689a2,50-6509-0669489-74,Owner
7fb4d66b-1bfa-406e-8786-b42f3649f694,75-6074-2411634-75,Owner
a041db27-a476-458b-a329-93b50b44ed74,79-6058-5002023-40,Child
a80a1997-8795-4aa3-939d-dc55c5b6bc66,95-5430-7456578-32,Child
7cfbd64a-2e9c-4f1f-958e-339de9eb3b9b,46-4347-1710126-60,Child
e2fa2624-2bea-4d6c-90a3-b184f64b9df4,31-1541-9838365-66,Owner
e3b97726-ba2f-47e7-83f8-b50a30e939bd,70-6653-8191391-22,Owner
756e5d35-7f19-4aa3-8567-d7b2173d3320,39-7170-8672606-65,Owner
d7c1e12e-afc7-48d3-8608-7e2bf8176b46,36-0402-8289645-91,Child
301b84ff-1380-437e-b1b1-fb61f50a84d2,93-6806-1849622-03,Child
0e1632ef-9ed6-4ee4-ba62-dbf4074eb432,77-5859-9621520-62,Child
7d3db343-6af8-44f6-8521-41449de71ec6,04-2000-4833601-41,Owner
eac0656f-b8b8-43b0-8f96-f364eefcdfd8,31-2665-2056745-86,Child
32e37896-d1de-4e51-84ef-c5eb3cd60457,77-9415-8721436-75,Child
ea2f4410-fcac-41fa-ad6d-4a74e1a96f94,36-7905-7008159-75,Owner
7cd3ac19-9d01-441a-a7d8-ce32422bac97,85-0575-5994689-20,Child
8016eb61-bdf4-4349-815b-9f2c0650f485,50-5686-4593809-77,Owner
2c75dd28-d62e-4329-9f69-6eab51603a1a,31-2455-0154372-36,Child
fc37190f-6636-49c1-82a9-6854fae1f5d8,82-3704-6779112-15,Child
efb771f7-a7f0-440b-96f3-12526f7a37db,19-1507-4894059-64,Owner
0a04122d-feb2-4352-8d85-28bc236be3ce,39-7170-8672606-65,Child
3b37dbc7-b755-4f3a-b026-1c6e8d4e5c7d,62-6237-3609956-47,Child
54516173-2fcf-46ce-92fa-0680f8a2e00c,84-5271-9694862-40,Owner
c49989e2-5a0f-4f21-9add-064e11eae980,66-6517-9594909-03,Child
63fa62ee-b7b3-4ee9-bd6e-00ba27609e60,28-6768-4654511-14,Child
b6162619-8d8e-4ce3-8ae2-9e3e86254479,16-9948-3206630-20,Owner
1487b68d-33f3-4c03-b748-95e93836326c,88-0889-4372123-16,Owner
cfd568fc-33a9-415c-95a1-f76b2ddebf8a,42-2486-0229127-17,Owner
c136a202-5679-403d-a965-d22a6afbdfbb,64-8151-1012614-83,Child
3d04d4dc-454b-4ffe-a8ff-94ccf0c262ab,22-2603-0416392-69,Owner
55325381-d13e-4eda-8cd9-17691d16146b,44-8545-8132661-33,Owner
c4fc4ece-a12f-41a1-866b-bfd8983a2227,80-8508-3866692-38,Owner
e357aaa5-160d-401e-ba3a-932ee04def90,96-8266-3823587-76,Owner
fb04d57e-6acd-4133-ba69-d231df5f0776,42-4016-3020425-83,Owner
e7a9eccd-bfc7-4e47-9ae6-6aaefb1a1611,01-1190-1354548-57,Child
b4c75e41-6e42-4ae4-96a9-dcae136902b5,86-3470-7682085-72,Child
18a3356f-f230-4789-9946-6ba77107eaa7,84-5271-9694862-40,Owner
ccbfd052-0f2e-43ed-8eb0-608826cf67cc,22-2603-0416392-69,Owner
d742b4fe-1d76-4b81-a7d5-27735a8865f2,75-6074-2411634-75,Owner
53f7ea1d-d6cb-486b-8a1d-44514243dbae,95-4478-1438510-24,Owner
3ae2545a-a804-40b6-929c-ab99e59ffb09,27-6567-6114300-32,Child
9eff6fb1-be1b-4fb9-9bae-9d3818299006,13-4083-4384152-78,Owner
12a79565-5a82-44b3-bc1b-c3f3e98b33ee,34-3256-2564123-81,Owner
aa8ac10c-84cb-4928-9188-5f460986588f,36-0402-8289645-91,Child
b23d79d1-dc35-4e9e-84a7-cd4d54139cd2,08-4852-4196182-57,Child
e46d6b12-84f7-4493-a02e-8ead50737c15,55-0746-9552938-26,Child
5f384e90-f1e7-4289-8681-be9c014d2f53,04-7386-2581841-98,Child
4645a50b-7fd1-466c-ace2-fe7a0fcfed64,50-4239-8994038-48,Child
9be8cb05-7aaf-4af5-9711-13b4bb835c08,88-1064-3160097-21,Child
06eeb6c8-3ca8-4a7e-81fe-9801a55747f4,98-9125-0164809-11,Owner
2840299f-b450-4736-aa39-955a029aff33,94-9439-0996636-73,Owner
4d7aaf73-232a-4782-831b-5c22329f6670,77-9415-8721436-75,Child
8985a39c-8c24-494e-a8bc-44101eb17d08,47-6144-1221440-39,Owner
c3077122-b7da-44f8-aabe-b05afb3c7289,51-5806-2919773-58,Owner
ba86addb-6506-43c4-bfb1-09c13f0b0f7e,00-9553-8543112-43,Owner
2c4d256f-d1d0-4871-bb1d-a4bc91ef5619,82-4138-3413029-78,Child
b803b539-9b19-4b51-ba2f-a6d6a5dbe9ac,79-2930-8470304-36,Child
e21725e3-72d6-481d-b48b-7459fb56b382,51-7673-1823644-35,Child
d4a812c8-6b7b-4cc6-966e-d815d8379833,03-2414-6468249-69,Child
7ec17651-8a22-40fd-aa0d-f140083504d6,46-1745-9472407-48,Child
89b560e9-406c-4613-a532-7b26a333b9e5,90-4346-1013125-76,Owner
3c74d595-0383-4a1b-a7e8-c9f9f1968ef7,81-9569-9449578-55,Child
2716f083-3008-405a-9a19-8b367d0ac365,38-4787-6933649-69,Owner
a4afae4a-1936-401c-b35e-4793b91807b0,75-3803-9896926-35,Owner
e85cd2d9-b84a-4d10-89d0-1f26910eeb0a,72-8408-3393430-74,Owner
37ddd4b8-2379-48a4-9fad-6354266aa672,33-1545-0623120-12,Owner
13576300-feaf-4056-b254-a02965332acd,30-7835-9498338-94,Owner
91c72775-71d9-4e40-bba3-a7dd01e2ac29,77-1482-1058109-61,Owner
00cf67e0-12ba-41e7-804b-ef3cedbba795,71-6900-8245805-50,Child
a45f71d9-0d53-41ba-a0fe-08ec05e50120,98-6119-3468844-76,Child
13a8427b-3d62-4f1e-b8ee-d392b52f1bcd,90-5288-2472163-91,Owner
8691563f-f926-4636-ad41-750395ea6e4f,00-0807-0314761-97,Child
5bced597-7dc4-4f80-a2c0-a5513a6cf523,88-1064-3160097-21,Owner
b6403e9a-6a92-4c90-b224-e4ace52241f7,06-5656-4544408-52,Owner
0f7f87e0-456f-4739-8c03-882a9b2e58b4,11-6573-3916763-69,Owner
5a033e14-2b08-48e6-a5e6-00f93363b1db,78-8444-8470446-30,Child
ff8dc204-c6fa-43d4-9ec3-a6d7c7156dd2,70-5804-6746062-24,Child
0526c953-24fa-4d55-b15a-4e59c3d29328,77-1288-9393042-54,Owner
108e3ad8-dd7c-48cc-a359-2a9d180444bd,59-1529-4487421-79,Owner
efef7b2b-95f8-45c5-adaa-6af222438096,42-2486-0229127-17,Owner
d735ac05-df86-4f8b-aa04-1edade1337b0,05-4794-0856315-03,Owner
e2e73688-f1c6-47d6-bcd0-796a05148770,30-1113-5172056-04,Owner
0db205b4-2147-4b10-9d1d-268de8574e64,16-5972-5563642-24,Owner
9386943b-b8ca-47e8-9c8b-cf31df9f9d3e,67-8823-3531414-29,Owner
e5e3af8d-9f10-4548-af6e-7683120960a8,04-4889-4778975-35,Child
90d80a4d-8044-41c7-94c4-05bb044c9b4b,20-2906-1726256-37,Child
9c66e534-45c2-4813-8c62-0203c32e79e9,98-6119-3468844-76,Child
5d662466-b22f-4351-8a44-c2bc39510ac9,35-5313-8938795-03,Owner
abd4c262-b8dc-4a66-aba1-6702feb9fd86,68-6894-6363208-27,Owner
bfda93cd-72a5-4c06-9b7e-72b219c9f3c5,04-4889-4778975-35,Owner
8453907b-c151-4f80-b8b2-b909bca5cfde,98-9125-0164809-11,Child
32906885-6585-454d-9731-71a7c57df01f,35-8168-6150885-33,Owner
9f74eefd-d84b-4faa-9e72-8f06ece0a531,44-1616-5756618-05,Owner
7c95e279-8495-4142-a82c-42c8be59caa9,61-3449-2390404-47,Child
ed2542c3-329f-4621-ba84-f03c5716955a,44-6685-2989410-13,Owner
c7b29fe1-6aa1-4924-bf8c-80a6ed068ea2,50-6509-0669489-74,Child
c657808c-9a1d-4700-baa1-0b4ec58db0bc,88-8373-5670142-39,Owner
ab32f899-5a5e-4f6e-a6bc-c59c01e930f9,53-7573-1984310-55,Child
be751934-1f7f-4fd5-991c-295d241e84f2,31-1541-9838365-66,Child
c9a1cb23-148b-4104-9edc-15154a959541,14-8428-8915632-58,Child
c07bbe14-54e8-4016-9ae4-0be8b08bfcf9,11-7692-6455460-99,Child
68b89ffb-77fa-4a37-96f0-5a39d99107a0,77-9641-4401846-05,Child
1d08b24e-e1ee-4a50-8152-ea308572d9c1,27-5014-7320426-42,Child
ff2170f3-4902-420d-8623-179c24b5f93a,63-5327-1678960-57,Child
cf17dece-3a4c-4fa4-9862-09826eb9b429,00-5034-2432265-25,Child
8131c25c-48b5-47a7-b87e-9715b274345c,05-4302-6272098-23,Child
f980cde6-ed3b-4e63-947b-e9ab14d19ebf,53-1324-5108954-83,Owner
c2ff42f6-c79b-4f41-9d0f-48eec4f89712,35-5313-8938795-03,Child
e04deeaa-170a-4902-8eb8-32041611be94,67-1319-0303995-50,Owner
46a21c3d-78fe-4365-bbaa-4a1e53f450cd,34-1179-1072477-69,Owner
fcc21400-d932-46fc-acce-75c26647e31b,75-3803-9896926-35,Owner
a22d93b3-f2d7-482a-8547-e2b901d973f5,20-2906-1726256-37,Owner
661b6414-c4cf-4dda-b4fc-cfb9e0780f58,50-0446-1189229-09,Child
d495d71f-d741-4f39-8cf3-90f1624be3fc,81-8719-3506851-35,Owner
be76a660-3836-42ac-859e-8b07b12f8364,18-4889-6033403-71,Child
4776a963-9987-419d-867c-d64cfcd1876f,84-1437-7710750-19,Owner
1c5133cc-9ac0-4614-8ff0-a4450c5bc5da,08-8080-8118300-56,Owner
5e4534be-aeee-48e9-a65e-715b712eaf09,43-9313-8580825-14,Owner
fab93177-5c20-4f95-a51b-165e717671df,13-4083-4384152-78,Child
0f133888-699f-4bc3-96f6-75f754833ba2,22-1019-8803604-11,Child
0437e6ce-4ff0-4d6c-ab43-cab67df00a2a,71-6900-8245805-50,Owner
35029cb3-3115-4a24-a533-78d916e97d54,42-4016-3020425-83,Owner
