tokenised_cif,account_type,account_balance,account_branch,account_closure_datetime,account_hold_flag,account_name,account_number,account_open_datetime,available_balance,currency,product_name,product_number
476f8c07-b92d-4204-8ad0-cf0c07350b12,mastercard,838.92,3011,2019-11-30T04:24:57Z,0,Gillie Kovnot,22-1293-1098325-47,2007-06-11T00:36:18Z,8324.88,IDR,n/a,2cd9e0ef-5dc7-4c37-a23d-c8a148bf32fe
476f8c07-b92d-4204-8ad0-cf0c07350b12,visa,2923.27,3233,,1,Adelaide Argabrite,82-4138-3413029-78,2014-03-31T08:28:09Z,70.11,PHP,Finance,18f77fe6-36b8-4772-b25a-9c5e25e92f8c
476f8c07-b92d-4204-8ad0-cf0c07350b12,visa-electron,4438.04,3428,2019-07-27T19:18:22Z,0,Jeanelle Evens,07-0995-7756542-74,2008-09-02T03:10:50Z,1189.02,CNY,Finance,a08a6a4d-b3c2-49fb-aff8-4b26be024e1a
6994f886-ca2f-44e5-8579-85244bb7354f,diners-club-enroute,4125.71,3059,2020-02-21T11:08:49Z,1,Agustin Wayper,13-4611-0271330-21,2003-09-19T11:37:43Z,2138.29,PHP,Capital Goods,f59bf919-798e-4ffe-877d-905fa7af4636
6994f886-ca2f-44e5-8579-85244bb7354f,jcb,5329.36,3428,2012-03-19T14:33:51Z,0,May Shird,36-1887-1873097-24,2006-06-18T12:06:13Z,4760.73,COP,Health Care,8be25d95-61ff-49c6-b88d-9c6f56361f3b
6994f886-ca2f-44e5-8579-85244bb7354f,maestro,5254.29,3617,,0,Ulysses Sandercroft,38-1838-1486759-43,2008-10-06T08:18:48Z,4551.84,MMK,Public Utilities,05dda44e-30e3-4151-b44d-61851fd23434
6994f886-ca2f-44e5-8579-85244bb7354f,mastercard,5969.66,3233,2009-11-10T01:57:10Z,0,Arnoldo Sarten,94-8121-8549021-82,2022-08-04T00:49:30Z,3980.5,PLN,Health Care,888b89db-d473-4395-835f-77cde0cb661f
6994f886-ca2f-44e5-8579-85244bb7354f,visa,5061.59,3233,,0,Kalila Jeannequin,12-1442-4361551-73,2014-05-29T22:21:23Z,7845.7,ARS,Health Care,de9369e6-53a8-48d3-9dc5-6a30eb7bc3de
6994f886-ca2f-44e5-8579-85244bb7354f,visa-electron,6613.03,3233,,1,Nevsa Joddins,08-0650-6814832-40,2012-07-22T07:03:27Z,9047.17,MYR,Health Care,fbf11ab9-6e7d-466c-a6a9-fc46905596d7
2bf74e3a-f29c-4f46-a27a-1b5dbbd7b57b,americanexpress,5361.71,3035,2000-11-10T07:26:27Z,1,Sari Jobern,23-7652-3761011-83,2000-04-03T00:20:43Z,2114.01,ZAR,Public Utilities,84fb8633-d67c-40a1-898b-4bb72f7f12f6
2bf74e3a-f29c-4f46-a27a-1b5dbbd7b57b,diners-club-carte-blanche,570.68,3011,2010-12-26T15:52:21Z,1,Julissa Croxton,74-2366-8920032-89,2008-10-30T04:34:55Z,8607.3,THB,Energy,40f7016f-e60d-4c9d-b4c2-4674aaeec990
2bf74e3a-f29c-4f46-a27a-1b5dbbd7b57b,diners-club-us-ca,5631.99,3035,2022-02-11T05:02:12Z,0,Ignatius Baitson,50-6509-0669489-74,2014-07-26T09:30:51Z,7021.33,CNY,Health Care,9e4f6a44-55e1-4aa4-8bbc-250c91358066
2bf74e3a-f29c-4f46-a27a-1b5dbbd7b57b,instapayment,4685.17,3436,2013-12-04T04:27:52Z,1,Petr Corday,91-8443-6769090-78,2022-03-20T23:33:40Z,6848.88,PLN,Health Care,cdf82f4b-1a18-47a0-8063-75e873083e7b
2bf74e3a-f29c-4f46-a27a-1b5dbbd7b57b,jcb,9520.38,3436,2012-03-31T09:08:06Z,1,Ivette St. Aubyn,47-5112-8964044-96,2017-10-18T18:45:30Z,5464.96,XOF,Finance,d3cc5851-3b1f-4adc-970c-fafef70ff685
2bf74e3a-f29c-4f46-a27a-1b5dbbd7b57b,maestro,8290.5,3428,2011-06-01T01:41:49Z,1,Tatiana Meigh,46-1745-9472407-48,2017-11-13T14:19:04Z,6297.83,CNY,Consumer Non-Durables,e30a51d6-10b4-4334-bc26-025fc4acbf66
2bf74e3a-f29c-4f46-a27a-1b5dbbd7b57b,visa-electron,9637.77,3427,,1,Hermie Grinstead,87-2560-2587259-47,2006-03-13T06:07:43Z,8249.97,SEK,Finance,c22ec4c7-d06d-40ae-9013-b405b3a7429c
6fd57a47-dc2a-41ef-852b-7aa0ac0edd63,americanexpress,5957.02,3428,2013-12-25T07:00:42Z,1,Mata Duly,75-6074-2411634-75,2020-11-25T08:24:12Z,10.75,USD,n/a,d5110c7a-88dd-4b3c-8f21-67b4ce85d244
6fd57a47-dc2a-41ef-852b-7aa0ac0edd63,diners-club-us-ca,8136.33,3035,2006-07-10T22:07:12Z,0,Mickie Eglington,11-6573-3916763-69,2018-03-08T18:51:11Z,2935.48,EUR,Finance,b7cd8be8-a54d-4caf-a348-5f1fdee8effa
6fd57a47-dc2a-41ef-852b-7aa0ac0edd63,jcb,8581.43,3428,2007-07-16T06:33:17Z,1,Ruperta McAlister,61-3608-1504268-80,2022-07-25T13:28:04Z,5556.31,PHP,n/a,85c7c0d2-56ae-4569-a656-a45e606d6a44
6fd57a47-dc2a-41ef-852b-7aa0ac0edd63,maestro,6786.96,3436,,0,Willy Lobley,62-6237-3609956-47,2005-01-09T01:53:17Z,1966.23,USD,n/a,7114a402-e8af-4a2f-ba25-f508fb0eb74b
6fd57a47-dc2a-41ef-852b-7aa0ac0edd63,visa,2943.49,3617,2005-04-18T01:00:13Z,1,Evy Oddey,29-8141-0840349-05,2004-08-01T20:09:06Z,6675.46,PEN,Miscellaneous,bfbc9567-d9d1-488d-8fa2-9fc8fafd2ecb
ad24590b-eaf7-43f4-937b-66fb742258fc,bankcard,4144.54,3428,2014-06-19T03:32:32Z,1,Elfreda Stoodley,20-2906-1726256-37,2002-06-04T15:52:24Z,8161.34,IDR,Energy,c3622def-ccb4-4dba-9899-1433cf8c38f4
ad24590b-eaf7-43f4-937b-66fb742258fc,china-unionpay,4100.02,3049,2015-08-26T09:16:17Z,0,Marget Tesche,73-0705-7515897-68,2022-09-05T02:16:11Z,5041.28,CNY,Finance,7da83165-6461-4f3b-b96e-893f84c66ca3
ad24590b-eaf7-43f4-937b-66fb742258fc,diners-club-enroute,5145.49,3428,,0,Eldredge Rabbe,30-1113-5172056-04,2017-07-11T03:40:46Z,2282.97,CNY,Consumer Non-Durables,63d4cf0f-d85e-4564-8643-80f69bcc4dc1
ad24590b-eaf7-43f4-937b-66fb742258fc,jcb,3137.07,3436,2003-04-29T13:41:32Z,0,Huntington Belchamp,55-0746-9552938-26,2010-02-28T09:56:08Z,369.71,CNY,Consumer Non-Durables,123bd6ee-b1da-4ff6-aa1b-dc6d5aa4b8df
ad24590b-eaf7-43f4-937b-66fb742258fc,laser,7545.62,3617,2008-02-06T10:34:38Z,0,Beth Leamy,70-5804-6746062-24,2013-10-26T07:06:41Z,1468.53,COP,Miscellaneous,b6af05dc-0e73-47bb-9433-e4e267cf5a6d
ad24590b-eaf7-43f4-937b-66fb742258fc,switch,1218.52,3136,,1,Seana Grattage,53-1324-5108954-83,2013-05-18T09:01:39Z,4557.05,PLN,Technology,a74a550c-e8a8-4120-ac57-4fa136d0d015
ad24590b-eaf7-43f4-937b-66fb742258fc,visa-electron,4429.24,3136,2001-02-04T13:56:44Z,1,Celestyna Ridgwell,85-6767-8328463-58,2015-09-25T22:24:12Z,7446.9,CNY,Consumer Services,89cfe192-43ba-41a8-b1cf-e4eba98aee8e
