account_number,account_type,account_balance,account_branch,account_closure_datetime,account_hold_flag,account_name,account_number_tokenised,account_open_datetime,available_balance,currency,product_name,product_number,relationships/0/key,relationships/0/value/tokenised_cif,relationships/0/value/cif_number,relationships/0/value/link_type,relationships/1/key,relationships/1/value/tokenised_cif,relationships/1/value/cif_number,relationships/1/value/link_type
06-0445-1139015-95,jcb,7233,3436,,true,Derrick Samsin,067663d9-0219-48a8-914d-cfdb2cd64057,2011-10-10T10:31:02Z,2300,ZAR,Brass,7f181aa7-396d-46d3-bdd9-b61a2514e861,969ab8ba-8a5d-4d96-aa33-d1f23d7c260f,969ab8ba-8a5d-4d96-aa33-d1f23d7c260f,247817,Owner,af7f8f90-2b4a-4635-8b07-16311a0f4429,af7f8f90-2b4a-4635-8b07-16311a0f4429,139964,Joint
87-8712-4831615-49,diners-club-enroute,4884,3011,,true,Barny de Banke,a9455984-2c58-40a3-8ba2-5a61a7877fc8,2020-03-06T15:36:58Z,2050,EUR,Wood,32c968f0-08a2-42a5-b56a-b179973bbc95,a9303092-8e20-4020-87be-9eb322a2da74,a9303092-8e20-4020-87be-9eb322a2da74,250630,Joint,d5fdea10-a2a0-4de5-b90d-6a2864d5f5bc,d5fdea10-a2a0-4de5-b90d-6a2864d5f5bc,623626,Owner
86-9176-4704640-67,americanexpress,6289,3233,2022-12-18T00:34:08Z,true,Lindsy Sleney,72662bb4-a7e1-4ef7-83e1-4f235998f34e,2013-02-16T21:48:23Z,9439,CNY,Rubber,eea4c8dd-6c2c-400f-a9b3-df9aabdb080e,894c5e70-01f8-49c0-8ce8-cec37a0ecde2,894c5e70-01f8-49c0-8ce8-cec37a0ecde2,359567,Joint,969ab8ba-8a5d-4d96-aa33-d1f23d7c260f,969ab8ba-8a5d-4d96-aa33-d1f23d7c260f,211936,Owner
87-2031-5832603-08,maestro,6496,3035,,true,Klemens Bonsul,7fe83f3f-13d1-4967-be30-c441790f916d,2021-06-08T14:10:04Z,4835,PLN,Steel,808984b5-6375-4fc7-8899-44d0248ac688,57e7074b-75e1-415f-b4c3-f9ebaa795f27,57e7074b-75e1-415f-b4c3-f9ebaa795f27,167864,Owner,63f58464-f3e2-4740-ba4e-02e33d23a20b,63f58464-f3e2-4740-ba4e-02e33d23a20b,909787,Joint
41-0639-1737459-37,jcb,5604,3136,,true,Philippe Aldous,fe2eb8bf-44d5-4f2c-aa4f-8a5ca294b856,2018-08-04T10:46:02Z,8810,RUB,Glass,bd9f9009-4530-409b-8a75-f2015414cd9b,1b7d50ec-d238-4b86-987c-80e83d5a390d,1b7d50ec-d238-4b86-987c-80e83d5a390d,947872,Joint,6374ea5f-129f-48a9-9fe4-e9871380a528,6374ea5f-129f-48a9-9fe4-e9871380a528,077963,Owner
86-5978-4045819-55,americanexpress,182,3136,,false,Aryn Endley,1b1989ea-c7d2-4b06-979e-f5d6c9b5429f,2017-07-26T19:27:27Z,7054,XAF,Glass,044d441d-d60a-4466-9b64-9f5cfe1b9555,39f6c172-dcfb-43e7-a8a0-a1bb890f29e5,39f6c172-dcfb-43e7-a8a0-a1bb890f29e5,396004,Joint,ad24590b-eaf7-43f4-937b-66fb742258fc,ad24590b-eaf7-43f4-937b-66fb742258fc,516417,Owner
95-9739-3472631-65,mastercard,6000,3617,,true,Amelita Southerell,b442a8b8-ffad-4d4e-9209-db1a051318ea,2010-11-19T10:46:54Z,3170,IDR,Granite,3ceac206-48fa-4711-a80b-41daec8285a2,8fcf6d4a-1080-481f-bb3f-b5274ae7afc3,8fcf6d4a-1080-481f-bb3f-b5274ae7afc3,039122,Owner,a1f93406-f96b-4fd8-bedd-f1fac282921c,a1f93406-f96b-4fd8-bedd-f1fac282921c,006593,Joint
63-0187-7594122-10,americanexpress,9285,3011,,false,Melinde Laker,6eef2527-05bb-4d22-9040-e64e336ef16b,2014-11-02T02:03:28Z,6024,BRL,Aluminum,9f547092-3ad4-4050-b07d-c8c1f3381e23,36b60ee4-39b3-4b2c-8488-487b34c54869,36b60ee4-39b3-4b2c-8488-487b34c54869,307231,Joint,6374ea5f-129f-48a9-9fe4-e9871380a528,6374ea5f-129f-48a9-9fe4-e9871380a528,657124,Owner
33-6228-3765565-98,jcb,8414,3035,2022-04-15T21:42:55Z,true,Cyrillus Millwater,321d114a-e290-441b-8d0f-f1529eaea15f,2000-05-20T06:35:22Z,7344,USD,Steel,2946eb2a-a7b1-46dc-b3c2-9a26aba0510f,5f6c99fe-e3ae-4d16-a8fd-4eec0addde13,5f6c99fe-e3ae-4d16-a8fd-4eec0addde13,217003,Joint,d5fdea10-a2a0-4de5-b90d-6a2864d5f5bc,d5fdea10-a2a0-4de5-b90d-6a2864d5f5bc,895577,Owner
35-0149-5034163-09,switch,8889,3136,,false,Barrie Ceccoli,1baba2df-9086-4a6c-b3e1-6ff0c01ce14c,2002-01-02T11:53:41Z,622,IDR,Glass,fadefef3-888e-4e4a-96ba-1b8475e7e5c6,57fbe9cd-0f0c-44cb-b219-342337c9957c,57fbe9cd-0f0c-44cb-b219-342337c9957c,051181,Joint,d5fdea10-a2a0-4de5-b90d-6a2864d5f5bc,d5fdea10-a2a0-4de5-b90d-6a2864d5f5bc,158923,Owner
12-5756-3997928-77,jcb,9112,3011,2022-10-23T12:16:35Z,false,Bebe Mackriell,930e3bde-520b-4755-a049-5359dbed867e,2021-01-19T04:46:16Z,1730,IDR,Granite,c8d286c7-eab9-4745-b48b-54e119d12f4f,6994f886-ca2f-44e5-8579-85244bb7354f,6994f886-ca2f-44e5-8579-85244bb7354f,133041,Owner,a505b6ab-c724-4712-ae8d-210ccfb44632,a505b6ab-c724-4712-ae8d-210ccfb44632,971223,Joint
41-7122-5431686-96,solo,9155,3011,,false,Charlotta Lapthorn,3f40e043-d7cf-486b-a0fc-2fee792e4450,2017-04-21T00:59:24Z,132,PHP,Aluminum,0c100f36-be1d-4f37-9ac9-b646d028dda2,239f53f6-aa78-4f5b-89a6-54b4b28f5fce,239f53f6-aa78-4f5b-89a6-54b4b28f5fce,805145,Joint,3feec214-0d37-4e82-84ea-f864d350eaab,3feec214-0d37-4e82-84ea-f864d350eaab,407452,Owner
59-9495-6116552-57,jcb,6722,3059,2023-01-26T19:23:40Z,true,Perri Stobbe,42548565-0958-4869-8fed-ad7313561294,2012-02-28T00:10:01Z,1201,CNY,Rubber,7fe3513c-0feb-4814-97b1-d8bf77f81c63,7f646780-bc26-415b-8c40-421cade4cfe2,7f646780-bc26-415b-8c40-421cade4cfe2,011026,Joint,adc40854-1080-4540-9272-aaf479d2e051,adc40854-1080-4540-9272-aaf479d2e051,492348,Owner
25-8283-1903396-19,jcb,5231,3035,2022-03-08T17:23:50Z,false,Frankie Rault,6a0c4a8a-e59f-42e0-bda3-b19544106d94,2004-04-26T19:25:43Z,3525,CNY,Steel,e37ed37e-c91b-4c47-85ab-09c6da2cbf80,adc40854-1080-4540-9272-aaf479d2e051,adc40854-1080-4540-9272-aaf479d2e051,671933,Owner,c92f80f8-c252-4c84-a874-bcd29466f7c2,c92f80f8-c252-4c84-a874-bcd29466f7c2,170366,Joint
78-2738-6757874-93,jcb,1013,3059,2023-01-08T22:52:50Z,true,Imogene O'Griffin,d6e0c2c2-ec8c-44f1-ae12-5ec0a2abc412,2001-03-08T05:38:58Z,1622,ARS,Brass,8c6a3ab7-b167-4579-85d8-ca17be88b043,48413faf-4098-43a3-9351-d24fffa0329f,48413faf-4098-43a3-9351-d24fffa0329f,739068,Joint,4a4190ca-962c-4073-9f38-ea4491a41476,4a4190ca-962c-4073-9f38-ea4491a41476,333909,Owner
05-3555-2098495-45,jcb,1297,3233,2022-09-01T12:57:56Z,false,Meier McGloin,cd5d72e4-2a37-4799-979f-fdace21de20b,2009-12-15T03:00:00Z,268,IDR,Glass,81fa1ffe-783e-4d5c-a97b-1da4e45d907f,65ef7768-3acc-4a23-bc86-5016987d935e,65ef7768-3acc-4a23-bc86-5016987d935e,401153,Owner,8ff34e2e-3537-48c4-ba3d-9e2bf1f8d7a1,8ff34e2e-3537-48c4-ba3d-9e2bf1f8d7a1,968949,Joint
92-4483-9048005-21,switch,6180,3011,,true,Fey Izzett,1ec22d94-76c7-4f9b-ab73-ed49b1f8611e,2013-09-28T04:07:15Z,7459,COP,Granite,d54159e6-f8b0-4cee-8ca1-6e50026d9e92,65ef7768-3acc-4a23-bc86-5016987d935e,65ef7768-3acc-4a23-bc86-5016987d935e,420846,Owner,9000b51a-0c91-47f0-9946-fc2f98db1199,9000b51a-0c91-47f0-9946-fc2f98db1199,831831,Joint
52-3170-8241443-81,bankcard,84,3136,2022-06-01T04:39:02Z,false,See Lunt,085c0bba-69f8-4b95-8df9-a93d5fd2316d,2015-03-13T19:13:49Z,2132,CNY,Wood,97cb3a59-5984-4c5b-a956-4713f55d2875,0cb5eaa5-4a76-461b-965d-810464369209,0cb5eaa5-4a76-461b-965d-810464369209,815308,Joint,8a8aac73-0ba9-4b7a-8f0e-04c01ee8332a,8a8aac73-0ba9-4b7a-8f0e-04c01ee8332a,189142,Owner
42-7639-9934474-30,solo,366,3049,,true,Renate Boanas,6e7c082f-2525-49bb-a680-414b91009e0e,2007-08-09T14:31:43Z,8026,JPY,Glass,3974a3b4-e79a-42da-a1d9-21bb016e4c13,6374ea5f-129f-48a9-9fe4-e9871380a528,6374ea5f-129f-48a9-9fe4-e9871380a528,969004,Owner,98405ca8-3f4c-47a0-9aa0-7c3191722848,98405ca8-3f4c-47a0-9aa0-7c3191722848,267842,Joint
40-6485-6631653-80,diners-club-enroute,3993,3059,,true,Lisle Bramhall,8b9e5c0e-5701-44ad-b9a8-14742ee45f78,2003-07-09T21:59:31Z,741,CNY,Vinyl,58b33aed-e2c0-4077-9251-a830b9bce2c6,33b4b555-a5fa-4c84-95d3-aa9777aa33d1,33b4b555-a5fa-4c84-95d3-aa9777aa33d1,370175,Owner,bcde569b-6754-48ea-a516-9b1b65d85eaf,bcde569b-6754-48ea-a516-9b1b65d85eaf,534807,Joint
40-4625-5789174-62,china-unionpay,5943,3436,,false,Edy Spriggs,210dac0d-9a94-4963-9067-1e375d243d4b,2012-12-31T15:56:59Z,7388,PLN,Glass,bb28f3ac-0ce2-482d-826e-c0ce5e9a7ada,717268c7-a9f6-4158-8b73-e398455d3734,717268c7-a9f6-4158-8b73-e398455d3734,993591,Joint,f313c6d4-2895-45a4-b5eb-dfaefce971c3,f313c6d4-2895-45a4-b5eb-dfaefce971c3,939039,Owner
87-8020-5616541-12,visa,3783,3049,,false,Kessia Paule,5aa1ee68-f454-4d30-9d27-4d134dee4b83,2002-01-11T00:43:48Z,6696,USD,Aluminum,160d41ed-4405-4c98-b168-601094adeb06,6374ea5f-129f-48a9-9fe4-e9871380a528,6374ea5f-129f-48a9-9fe4-e9871380a528,969004,Owner,98405ca8-3f4c-47a0-9aa0-7c3191722848,98405ca8-3f4c-47a0-9aa0-7c3191722848,267842,Joint
56-0820-6599642-68,jcb,919,3049,,true,Xenia Beckley,fa08b4d0-ed27-4df4-92a0-af95d38fed69,2013-09-28T21:33:31Z,6101,BRL,Aluminum,363c8b83-05bd-45a5-99e4-b19b8a7d7e20,367205a3-7128-4195-9185-28952b2291cf,367205a3-7128-4195-9185-28952b2291cf,020405,Joint,8fcf6d4a-1080-481f-bb3f-b5274ae7afc3,8fcf6d4a-1080-481f-bb3f-b5274ae7afc3,613612,Owner
14-1064-7157970-66,jcb,2892,3617,,false,Mahala Danilchenko,1c5f70a7-1e28-4f0b-bccc-13da1a98d301,2012-01-26T04:38:51Z,3469,CNY,Granite,58f94ecf-92b5-4732-a42d-0f4672a886c9,103c2634-2c06-4554-ab4b-45154c462453,103c2634-2c06-4554-ab4b-45154c462453,714783,Owner,1043a32c-8481-4879-bf6d-0da42e150e91,1043a32c-8481-4879-bf6d-0da42e150e91,054198,Joint
62-6722-5247153-11,jcb,7948,3233,,true,Karine Glennon,6f9d20ef-1848-4985-959e-344f8d74d96f,2010-07-12T10:06:30Z,9140,CNY,Aluminum,489bfed0-b234-422b-97fc-b52c56552fb0,6994f886-ca2f-44e5-8579-85244bb7354f,6994f886-ca2f-44e5-8579-85244bb7354f,979389,Owner,ffc73bbe-c2e6-439c-aa7b-7473d5681551,ffc73bbe-c2e6-439c-aa7b-7473d5681551,300514,Joint
02-7835-5711631-46,jcb,5485,3436,,true,Estrellita MacAvaddy,df2fcc00-189b-4d7c-b3b9-596e8880f7df,2003-08-07T14:01:44Z,4683,EUR,Plexiglass,14063f1c-ba05-4b24-9da9-7bbe6addfab1,65d92371-b9e0-4acd-ad65-37d37a967bab,65d92371-b9e0-4acd-ad65-37d37a967bab,856162,Joint,8fcf6d4a-1080-481f-bb3f-b5274ae7afc3,8fcf6d4a-1080-481f-bb3f-b5274ae7afc3,270808,Owner
11-3227-3988957-30,jcb,4979,3427,2022-04-07T03:00:16Z,true,Germayne Leman,31a76ae1-ba65-48b2-8460-a7013328a42f,2004-03-05T18:01:01Z,9365,COP,Plastic,1c75d01d-371e-40ce-bb8d-59f5f080cf38,6fd57a47-dc2a-41ef-852b-7aa0ac0edd63,6fd57a47-dc2a-41ef-852b-7aa0ac0edd63,244312,Owner,fb5135a8-a247-4bff-8af1-c569db5c96f2,fb5135a8-a247-4bff-8af1-c569db5c96f2,958258,Joint
51-6301-0742207-28,americanexpress,3538,3035,2022-04-09T01:34:38Z,false,Minette Snartt,91c5c0ee-9f0c-456d-b83c-62226a3431af,2000-08-06T13:10:47Z,2632,PEN,Stone,667cca92-e758-478b-a32d-82b745ff0119,8fcf6d4a-1080-481f-bb3f-b5274ae7afc3,8fcf6d4a-1080-481f-bb3f-b5274ae7afc3,343652,Owner,fd24e4d3-f19d-4819-ac6d-e6b7a201cff3,fd24e4d3-f19d-4819-ac6d-e6b7a201cff3,164998,Joint
97-3597-5163289-95,mastercard,8462,3035,,false,Kimberley Buddell,2b2a6347-71f5-499e-89e7-40f54c555d43,2005-04-13T16:39:59Z,1575,CZK,Glass,41f62c56-aeed-40e3-91ec-66527f73d7bb,6c689e32-3c9e-44fa-92b4-dc849d19a087,6c689e32-3c9e-44fa-92b4-dc849d19a087,328420,Joint,6fd57a47-dc2a-41ef-852b-7aa0ac0edd63,6fd57a47-dc2a-41ef-852b-7aa0ac0edd63,619699,Owner
17-0898-6197313-23,jcb,2920,3011,2022-02-17T23:26:23Z,true,Kyle Butfield,9e91ea69-27b8-44d4-b1d4-34719e46bc14,2002-09-20T14:21:20Z,2874,PLN,Plastic,fde651d7-bdb9-4d54-9257-28b4403b4f63,86ee296e-bef7-4db4-8869-22ec26b9205e,86ee296e-bef7-4db4-8869-22ec26b9205e,809276,Joint,8a8aac73-0ba9-4b7a-8f0e-04c01ee8332a,8a8aac73-0ba9-4b7a-8f0e-04c01ee8332a,102893,Owner
26-1225-5316373-82,jcb,4662,3617,2022-11-16T05:44:17Z,false,Lazare Stancer,0beb5199-ce07-4188-a20c-009515e4e526,2016-05-29T08:04:07Z,693,EUR,Plexiglass,226c74ab-3575-47f6-a803-7b18686a61fe,59e2a46c-c47a-4c1d-ae30-8c818b19248a,59e2a46c-c47a-4c1d-ae30-8c818b19248a,138694,Joint,ad24590b-eaf7-43f4-937b-66fb742258fc,ad24590b-eaf7-43f4-937b-66fb742258fc,646698,Owner
21-5225-6686933-76,jcb,2005,3011,2022-08-24T20:41:11Z,false,Kelsey Healings,1481a8f2-3b33-46aa-91f6-3fff930540f7,2017-02-03T01:33:24Z,3030,MGA,Steel,a10fe1de-7d6f-420c-a989-45b88b7258ed,07a9b35c-807e-432a-b08c-d44360e44c66,07a9b35c-807e-432a-b08c-d44360e44c66,476250,Joint,476f8c07-b92d-4204-8ad0-cf0c07350b12,476f8c07-b92d-4204-8ad0-cf0c07350b12,321728,Owner
22-4439-0902104-53,diners-club-enroute,5486,3428,2022-07-11T10:43:49Z,false,Anallise Jordine,6ea07796-84a0-4130-aae0-e148b91a306a,2009-08-10T10:46:28Z,1237,MXN,Plexiglass,5439cc4e-114c-46d9-9484-8a1406c8deab,501015f0-6272-4f0d-97e9-ad7f27e5fa0e,501015f0-6272-4f0d-97e9-ad7f27e5fa0e,167785,Joint,65ef7768-3acc-4a23-bc86-5016987d935e,65ef7768-3acc-4a23-bc86-5016987d935e,067364,Owner
58-7043-1740807-23,jcb,5010,3049,2022-07-27T06:58:59Z,false,Korrie Lauritsen,84e2ec87-73d7-4825-8f24-90b95cdf1fc5,2022-05-16T17:59:37Z,8565,CNY,Plastic,9b734e12-24f8-4875-82f5-6f47bdfa1a14,220c120e-1909-4ab1-87a5-23ec7cb9e218,220c120e-1909-4ab1-87a5-23ec7cb9e218,113739,Joint,68343e45-7f06-423d-8361-20f64d02c28c,68343e45-7f06-423d-8361-20f64d02c28c,133555,Owner
45-3287-8033867-30,jcb,7396,3011,2022-10-17T23:06:38Z,false,Jerome Josham,4b59e926-c1e9-44d7-9388-bfeb467e8642,2018-05-21T08:46:12Z,7667,PHP,Rubber,c5121075-1573-4f94-af4c-873209eec5c4,3e8f6d28-b77a-4781-9b2c-f304bb21fa8b,3e8f6d28-b77a-4781-9b2c-f304bb21fa8b,298931,Joint,476f8c07-b92d-4204-8ad0-cf0c07350b12,476f8c07-b92d-4204-8ad0-cf0c07350b12,095298,Owner
49-5605-4197991-89,jcb,9691,3233,,true,Lani Yacobsohn,e6d5272b-8203-473f-9354-2c093af11945,2018-03-20T12:35:02Z,5,BYR,Rubber,f239335a-8da3-4561-9158-422c75c0aa94,6994f886-ca2f-44e5-8579-85244bb7354f,6994f886-ca2f-44e5-8579-85244bb7354f,484909,Owner,ea456e7b-7bb2-4ed6-a870-8dae28409d0b,ea456e7b-7bb2-4ed6-a870-8dae28409d0b,482198,Joint
14-1318-7985048-14,jcb,3846,3436,2022-05-16T07:54:48Z,true,Tamarah McKeag,fadd23cf-4dd6-476a-8494-fe7af24f4049,2020-01-21T11:21:23Z,8064,CNY,Stone,36ad8eff-7eb4-4257-8a74-8e95dfafb338,57e7074b-75e1-415f-b4c3-f9ebaa795f27,57e7074b-75e1-415f-b4c3-f9ebaa795f27,053751,Owner,9a7b5fc6-8d52-4a72-b44c-0b648ea0c0e0,9a7b5fc6-8d52-4a72-b44c-0b648ea0c0e0,917082,Joint
68-8070-8224458-41,mastercard,5810,3059,,true,Jocko Coyett,1d52ae85-3191-4ee0-ab22-6967b25a94fa,2007-09-24T07:19:23Z,5923,MXN,Aluminum,b283670b-a627-4560-b8d7-a262f2f789f2,33b4b555-a5fa-4c84-95d3-aa9777aa33d1,33b4b555-a5fa-4c84-95d3-aa9777aa33d1,278245,Owner,91a0d42a-a027-4e8d-9e69-f2811511823f,91a0d42a-a027-4e8d-9e69-f2811511823f,775508,Joint
87-7533-5340287-25,switch,7374,3233,2023-01-09T04:14:00Z,false,Timmy Pistol,c5d2dfde-222a-4a43-8966-d78e988d3b07,2008-10-15T14:05:20Z,4084,AMD,Glass,c8a6750c-78f9-4e18-a93a-0917d626229a,21ac1785-593f-4022-9d1c-6cc41f95c32b,21ac1785-593f-4022-9d1c-6cc41f95c32b,409771,Joint,6fdf1e63-9e6b-4706-9a54-76a0ca249fb3,6fdf1e63-9e6b-4706-9a54-76a0ca249fb3,955959,Owner
51-2080-8887667-92,laser,1917,3436,2022-07-05T13:36:25Z,false,Keefer Killingworth,3febafcb-df8c-4ee6-8800-d7e0b3413722,2007-12-02T06:23:47Z,6469,UZS,Granite,7e24ce32-98d6-4ff0-b847-192ac0809456,65ef7768-3acc-4a23-bc86-5016987d935e,65ef7768-3acc-4a23-bc86-5016987d935e,868305,Owner,9166e140-3cee-412b-9ac8-d239db29bf17,9166e140-3cee-412b-9ac8-d239db29bf17,667176,Joint
80-3840-9766530-38,diners-club-enroute,3346,3049,2022-04-17T09:42:12Z,false,Chen O'Shaughnessy,61f382bd-984a-4e67-b4ec-592b307565a4,2012-02-19T22:15:19Z,4731,HTG,Brass,7535c1b4-8f30-41cf-ba8d-99567e350b11,051aa6db-3ff6-40b7-9d31-d060ea3a3345,051aa6db-3ff6-40b7-9d31-d060ea3a3345,097025,Joint,ad24590b-eaf7-43f4-937b-66fb742258fc,ad24590b-eaf7-43f4-937b-66fb742258fc,134289,Owner
54-2658-9348776-65,jcb,228,3428,,false,Felix Twidale,c598b107-a607-49f2-baf8-838d2b9cade5,2008-07-10T20:07:17Z,3008,PEN,Glass,663436df-545e-4c7b-b801-afcf120ed7f6,2bf74e3a-f29c-4f46-a27a-1b5dbbd7b57b,2bf74e3a-f29c-4f46-a27a-1b5dbbd7b57b,981663,Owner,9fae6131-ca30-4bd4-8ab4-0ccfe3834cad,9fae6131-ca30-4bd4-8ab4-0ccfe3834cad,141279,Joint
96-6281-1676696-69,bankcard,2331,3436,2022-07-26T18:26:37Z,true,Valaria Arenson,2ab7f2d7-0c77-489e-ac8c-e5f37c74d88b,2007-09-25T01:14:41Z,4628,EUR,Brass,ec77fe97-0832-4ffb-9ff6-c0fab272050f,6d1c92be-412b-4772-915b-8a6f752a574a,6d1c92be-412b-4772-915b-8a6f752a574a,257634,Joint,8fcf6d4a-1080-481f-bb3f-b5274ae7afc3,8fcf6d4a-1080-481f-bb3f-b5274ae7afc3,696696,Owner
62-1637-7821327-43,instapayment,492,3059,2023-01-28T07:06:44Z,false,Kai Arno,ebb466a7-da25-4dac-8af8-bf8a04e8e612,2004-01-13T19:22:43Z,3386,CNY,Glass,816c12ba-3ae2-46b3-a593-51775c92d321,3feec214-0d37-4e82-84ea-f864d350eaab,3feec214-0d37-4e82-84ea-f864d350eaab,243396,Owner,c31dc3e7-4e13-4ba9-b9cf-f9769c792b7f,c31dc3e7-4e13-4ba9-b9cf-f9769c792b7f,910271,Joint
00-7949-9748454-20,mastercard,2659,3233,,false,Margalo Wordington,b0b102b4-7741-4e83-878b-89717c62eaf4,2001-10-09T02:12:18Z,6569,MUR,Granite,86f9d750-c228-46c9-b2fd-fb7ccaf67115,8fcf6d4a-1080-481f-bb3f-b5274ae7afc3,8fcf6d4a-1080-481f-bb3f-b5274ae7afc3,991358,Owner,b47bad55-8d1c-48ad-8e0a-438cdb3fe44a,b47bad55-8d1c-48ad-8e0a-438cdb3fe44a,765856,Joint
39-0926-9396386-49,switch,5530,3035,,true,Carlen Royson,2de34949-bcc7-405f-ac0b-157567776be2,2019-04-20T18:11:18Z,2041,COP,Steel,1359a55c-4f93-41e8-a140-c315983a9b3f,65983b09-409c-4e30-8a4c-ac893501d7e0,65983b09-409c-4e30-8a4c-ac893501d7e0,676144,Joint,6994f886-ca2f-44e5-8579-85244bb7354f,6994f886-ca2f-44e5-8579-85244bb7354f,079362,Owner
83-7207-6580208-49,maestro,3236,3035,,true,Arly Kyme,dda54ec0-84eb-4622-b164-5df5508007ec,2020-03-26T08:35:06Z,5631,UAH,Plastic,0037e4a3-5707-440d-8072-52def45046c4,3feec214-0d37-4e82-84ea-f864d350eaab,3feec214-0d37-4e82-84ea-f864d350eaab,243396,Owner,c31dc3e7-4e13-4ba9-b9cf-f9769c792b7f,c31dc3e7-4e13-4ba9-b9cf-f9769c792b7f,910271,Joint
80-0239-9162287-06,bankcard,2614,3011,,true,Ceciley Terrill,303d0e18-c093-451d-ab20-185bc3b34c6f,2009-07-01T09:16:43Z,4598,SEK,Stone,48a0972f-8c4a-42f2-8dca-79309f4b8ed2,3542cc70-ccea-4690-b905-a81550af3125,3542cc70-ccea-4690-b905-a81550af3125,359808,Joint,ad24590b-eaf7-43f4-937b-66fb742258fc,ad24590b-eaf7-43f4-937b-66fb742258fc,814494,Owner
84-3523-1473465-66,americanexpress,3586,3059,2022-09-06T17:33:41Z,true,Jorge Endersby,46e3a30e-6f04-44c9-9ad1-b4cb62b9e159,2008-06-22T17:30:49Z,8449,EUR,Stone,f3e73471-f427-4c00-9b8e-5e9a17e76743,ad24590b-eaf7-43f4-937b-66fb742258fc,ad24590b-eaf7-43f4-937b-66fb742258fc,864558,Owner,bf1004d9-4373-4686-88df-526a98db7e62,bf1004d9-4373-4686-88df-526a98db7e62,512873,Joint
00-0691-2430475-61,diners-club-carte-blanche,8130,3049,2022-07-20T23:56:10Z,true,Mozelle Carabet,c9ff0210-5773-4f1d-92e6-e55e4c324e97,2021-11-20T23:36:17Z,8950,LRD,Stone,3667e361-a3fa-4235-86ab-c598acdd93f8,4a4190ca-962c-4073-9f38-ea4491a41476,4a4190ca-962c-4073-9f38-ea4491a41476,057447,Owner,a07d54ef-b1e8-46c4-8923-e962f204ce95,a07d54ef-b1e8-46c4-8923-e962f204ce95,054005,Joint
58-8448-4633546-35,maestro,150,3035,2022-10-05T17:18:27Z,true,Roderich Burtonwood,6d180337-3655-49b1-a577-643503160a84,2001-05-03T09:26:46Z,2931,IDR,Steel,29332714-0b0a-4e43-ac26-3da061200cbb,d3666bc1-7a02-4fb4-b230-097170034588,d3666bc1-7a02-4fb4-b230-097170034588,725367,Joint,e2781d92-3561-49a5-be93-c225b67b4825,e2781d92-3561-49a5-be93-c225b67b4825,512888,Owner
52-6125-5878968-07,jcb,8436,3011,,false,Talia Muirhead,5ab35a41-7079-404a-afdb-6588330acd68,2000-02-03T03:45:42Z,8916,ARS,Vinyl,5df1975f-33e2-4d5e-98ca-ef66e45d6e7e,57e7074b-75e1-415f-b4c3-f9ebaa795f27,57e7074b-75e1-415f-b4c3-f9ebaa795f27,124809,Owner,d435ce95-95a4-4242-b506-4dc22420de70,d435ce95-95a4-4242-b506-4dc22420de70,362485,Joint
55-2596-2163748-98,diners-club-enroute,2462,3035,,true,Clarissa Lindenboim,01843a01-78e8-48d4-8b9d-3c6d7d03a72e,2015-11-01T22:31:29Z,8630,PHP,Wood,4696e14b-28c2-468b-84b4-7af0bf1d8d6c,57e7074b-75e1-415f-b4c3-f9ebaa795f27,57e7074b-75e1-415f-b4c3-f9ebaa795f27,476190,Owner,9f166f66-38b8-4e79-8239-f6d2ddc2e6e7,9f166f66-38b8-4e79-8239-f6d2ddc2e6e7,633296,Joint
53-3130-4011337-18,switch,678,3049,,false,Dina Elkington,f012378b-a16e-49fc-a108-a0ee219b8e93,2004-03-23T14:51:42Z,1628,EUR,Aluminum,c89f755f-c109-496b-9ea3-592a314e08a9,ac7bf215-8c97-49e9-bd20-bee5d7dd80c6,ac7bf215-8c97-49e9-bd20-bee5d7dd80c6,748701,Joint,ad24590b-eaf7-43f4-937b-66fb742258fc,ad24590b-eaf7-43f4-937b-66fb742258fc,065030,Owner
25-9273-0228377-90,mastercard,7465,3427,2022-12-21T09:52:22Z,true,Shaine Mowat,34effb48-c8cd-4928-9185-056f7e50d526,2007-04-12T03:38:34Z,1611,CNY,Rubber,a76c6540-7b83-4686-ba3d-8f484eace4bb,9da8207e-2455-4c7c-adfb-2c4894fa9f6f,9da8207e-2455-4c7c-adfb-2c4894fa9f6f,286979,Joint,d5fdea10-a2a0-4de5-b90d-6a2864d5f5bc,d5fdea10-a2a0-4de5-b90d-6a2864d5f5bc,784727,Owner
09-6000-6472221-49,jcb,2306,3035,2022-02-02T23:11:16Z,false,Carey Daynter,4db2e64e-c96a-4668-afd0-8a3288d425b6,2021-12-19T05:37:25Z,7509,CNY,Wood,f03f179c-7951-41b8-b52f-d2e2ffba2380,6374ea5f-129f-48a9-9fe4-e9871380a528,6374ea5f-129f-48a9-9fe4-e9871380a528,258284,Owner,b5c0861b-1493-4bb5-a0eb-4597edb6c184,b5c0861b-1493-4bb5-a0eb-4597edb6c184,113057,Joint
